Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
Liberty Newport International Eq A,Columbia,,FOUSA00BQC,19920608,Foreign Large Blend,International Equity,A,Yes,19920608,,No,20021104,Merged,Columbia International Stock A,,"20,278,075.0000000000","32,020,118.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Liberty Newport International Eq B,Columbia,,FOUSA00BQD,19920608,Foreign Large Blend,International Equity,B,No,19920608,,No,20021104,Merged,Columbia International Stock B,,"11,181,241.0000000000","32,020,118.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Liberty Newport International Eq C,Columbia,,FOUSA00GXT,19970801,Foreign Large Blend,International Equity,C,No,19920608,,No,20021104,Merged,Columbia International Stock D,,"560,144.0000000000","32,020,118.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Liberty Newport International Eq Z,Columbia,,FOUSA00GMI,19990216,Foreign Large Blend,International Equity,Inst,No,19920608,,No,20021104,Merged,Columbia International Stock Z,,658.0000000000,"32,020,118.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
ABN AMRO/Chicago Capital Sm Cap Val N,Aston,,FOUSA00KG9,19981110,Small Value,U.S. Equity,,Yes,19981110,,No,20020415,Merged,AMG GW&K US Small Cap Growth N,,"32,014,408.0000000000","32,014,408.0000000000",,,,,S&P 500 TR USD,,,,,
USF&G Chancellor Growth & Income,,,FOUSA00M0N,19901120,Large Blend,U.S. Equity,,No,,,No,19920630,Liquidated,,,"32,006,150.0000000000","32,006,150.0000000000",,,,,S&P 500 TR USD,,,,,
Liberty MI Tax-Exempt A,Columbia,,FOUSA00BR6,19860926,Muni Single State Long,Municipal Bond,,Yes,19860926,,No,20010126,Merged,Columbia Tax-Exempt A,,"31,956,850.0000000000","31,956,850.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
State Street Research Strat ModerateS,,,FOUSA00M7S,19930928,Allocation--50% to 70% Equity,Allocation,,Yes,19930928,,No,19991031,Liquidated,,,"31,950,298.0000000000","31,950,298.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Dreyfus Instl Short-Term Treas Instl,Dreyfus,,FOUSA00F7Z,19931029,Short Government,Taxable Bond,A,Yes,19931029,,No,20020510,Liquidated,,,"18,651,000.0000000000","31,934,000.0000000000",,,,,BBgBarc US Agg Bond TR USD,,0.4560000000,0.3460000000,,
Dreyfus Instl Short-Term Treas Inv,Dreyfus,,FOUSA00CBY,19931029,Short Government,Taxable Bond,B,No,19931029,,No,20020510,Liquidated,,,"13,283,000.0000000000","31,934,000.0000000000",,,,,BBgBarc US Agg Bond TR USD,,0.2770000000,0.3140000000,,
UBS Enhanced Nasdaq 100 A,UBS Asset Management,,FOUSA00GZ0,20000425,Technology,Sector Equity,A,No,20000425,,No,20031110,Merged,UBS US Small Cap Growth A,,"9,590,438.0000000000","31,923,946.0000000000",,,,,MSCI ACWI NR USD,,,,,
UBS Enhanced Nasdaq 100 B,UBS Asset Management,,FOUSA00K2L,20000425,Technology,Sector Equity,B,No,20000425,,No,20031110,Merged,UBS US Small Cap Growth B,,"12,196,025.0000000000","31,923,946.0000000000",,,,,MSCI ACWI NR USD,,,,,
UBS Enhanced Nasdaq 100 C,UBS Asset Management,,FOUSA00JSR,20000425,Technology,Sector Equity,C,No,20000425,,No,20031110,Merged,UBS US Small Cap Growth C,,"9,475,720.0000000000","31,923,946.0000000000",,,,,MSCI ACWI NR USD,,,,,
UBS Enhanced Nasdaq 100 Y,UBS Asset Management,,FOUSA00GQH,20000425,Technology,Sector Equity,Inst,Yes,20000425,,No,20031110,Merged,UBS US Small Cap Growth P,,"661,763.0000000000","31,923,946.0000000000",,,,,MSCI ACWI NR USD,,,,,
CDC MPT+ Global Independence Instl,CDC Mpt Funds,,FOUSA00H2H,19990630,World Allocation,Allocation,Inst,Yes,19990630,,No,20010502,Liquidated,,,"31,860,187.0000000000","31,860,187.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
CDC MPT+ Global Independence Investor,CDC Mpt Funds,,FOUSA00J8L,19990630,World Allocation,Allocation,Inv,No,19990630,,No,20010502,Liquidated,,,,"31,860,187.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Delaware Strategic Income A,Macquarie Investment Management,,FOUSA00KYC,19961001,Multisector Bond,Taxable Bond,A,No,19961001,,No,20040326,Merged,Delaware Diversified Income A,,"11,642,744.0000000000","31,796,636.0000000000",,,,,BBgBarc US Agg Bond TR USD,,5.1280000000,0.6260000000,,
Delaware Strategic Income B,Macquarie Investment Management,,FOUSA00J0L,19961001,Multisector Bond,Taxable Bond,B,No,19961001,,No,20040326,Merged,Delaware Diversified Income B,,"13,151,123.0000000000","31,796,636.0000000000",,,,,BBgBarc US Agg Bond TR USD,,4.4300000000,0.6280000000,,
Delaware Strategic Income C,Macquarie Investment Management,,FOUSA00FXY,19961001,Multisector Bond,Taxable Bond,C,No,19961001,,No,20040326,Merged,Delaware Diversified Income C,,"3,272,990.0000000000","31,796,636.0000000000",,,,,BBgBarc US Agg Bond TR USD,,4.4340000000,0.6280000000,,
Delaware Strategic Income Instl,Macquarie Investment Management,,FOUSA00J2I,19961001,Multisector Bond,Taxable Bond,Inst,Yes,19961001,,No,20040326,Merged,Delaware Diversified Income Instl,,"3,729,779.0000000000","31,796,636.0000000000",,,,,BBgBarc US Agg Bond TR USD,,5.4780000000,0.6120000000,,
Schwab Instl Select Large-Cap Val Idx,Schwab Funds,,FOUSA00J5L,19990201,Large Value,U.S. Equity,Inst,Yes,19990201,,Yes,20050722,Liquidated,,,"31,707,016.0000000000","31,707,016.0000000000",,,,,S&P 500 TR USD,,,,,
Wells Fargo Small Cap Opportunity A,Wells Fargo Funds,,FOUSA00IWK,19961008,Small Blend,U.S. Equity,A,No,19930802,NVSOX,No,20020520,Merged,Wells Fargo Disciplined Small Cap Adm,,"6,042,545.0000000000","31,687,373.1800000000",,,,,S&P 500 TR USD,,22.6580000000,0.7780000000,,
Wells Fargo Small Cap Opportunity B,Wells Fargo Funds,,FOUSA00L1Z,19961108,Small Blend,U.S. Equity,B,No,19930802,NVSOX,No,20020520,Merged,Wells Fargo Disciplined Small Cap Adm,,"6,231,789.0000000000","31,687,373.1800000000",,,,,S&P 500 TR USD,,21.8970000000,0.7770000000,,
Van Kampen U.S. Real Estate A,,,FOUSA00OVD,19960501,Real Estate,Sector Equity,A,Yes,19960501,,No,19990219,Merged,Invesco Van Kampen Rel Est Secs A,,"14,792,953.0000000000","31,657,246.0000000000",,,,,MSCI ACWI NR USD,,,,,
Van Kampen U.S. Real Estate B,,,FOUSA00O78,19960501,Real Estate,Sector Equity,B,No,19960501,,No,19990219,Merged,Invesco Van Kampen Rel Est Secs B,,"13,736,017.0000000000","31,657,246.0000000000",,,,,MSCI ACWI NR USD,,,,,
Van Kampen U.S. Real Estate C,,,FOUSA00OS9,19960501,Real Estate,Sector Equity,C,No,19960501,,No,19990219,Merged,Invesco Van Kampen Rel Est Secs C,,"3,128,276.0000000000","31,657,246.0000000000",,,,,MSCI ACWI NR USD,,,,,
Nations Aggressive Growth Inv A,Nations Fund Trust,NDEAX,FOUSA00BWQ,19930723,Large Growth,U.S. Equity,A,No,19921001,NDEQX,No,20020513,Merged,Nations Capital Growth Inv A,,"12,428,122.0000000000","31,632,239.0000000000",,,,,S&P 500 TR USD,,,,,
Nations Aggressive Growth Inv B,Nations Fund Trust,NDENX,FOUSA00ER7,19940523,Large Growth,U.S. Equity,B,No,19921001,NDEQX,No,20020513,Merged,Nations Capital Growth Inv B,,"9,623,587.0000000000","31,632,239.0000000000",,,,,S&P 500 TR USD,,,,,
Nations Aggressive Growth Inv C,Nations Fund Trust,NDECX,FOUSA00BFP,19950510,Large Growth,U.S. Equity,C,No,19921001,NDEQX,No,20020513,Merged,Nations Capital Growth Inv C,,"410,147.0000000000","31,632,239.0000000000",,,,,S&P 500 TR USD,,,,,
Nations Aggressive Growth Prim A,Nations Fund Trust,NDEQX,FOUSA00BU5,19921001,Large Growth,U.S. Equity,A,Yes,19921001,NDEQX,No,20020513,Merged,Nations Capital Growth Prim A,,"9,170,376.0000000000","31,632,239.0000000000",,,,,S&P 500 TR USD,,,,,
Nations Aggressive Growth Prim B,Nations Fund Trust,,FOUSA00FUH,19960628,Large Growth,U.S. Equity,B,No,19921001,NDEQX,No,20020513,Merged,Nations Capital Growth Prim B,,7.0000000000,"31,632,239.0000000000",,,,,S&P 500 TR USD,,,,,
Morgan Stanley Inst Japanese Val Eq A,Morgan Stanley,,FOUSA00BHE,19940425,Japan Stock,International Equity,A,Yes,19940425,,No,20040528,Liquidated,,,"31,068,756.0000000000","31,610,541.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Morgan Stanley Inst Japanese Val Eq B,Morgan Stanley,,FOUSA00IW8,19960102,Japan Stock,International Equity,B,No,19940425,,No,20040528,Liquidated,,,"541,785.0000000000","31,610,541.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton Insured Tax-Free,,,FOUSA00NQG,19890915,Muni National Interm,Municipal Bond,,Yes,19890915,,No,19930827,Merged,Franklin Insured Tax-Free Income A,,"31,602,292.0000000000","31,602,292.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Pacifica Short-Term Govt Bond Instl,VALIC,,FOUSA00NXE,19880601,Short Government,Taxable Bond,Inst,Yes,19880601,,No,19960906,Merged,Wells Fargo Limited Term Govt Inc I,,"20,152,422.0000000000","31,546,963.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Pacifica Short-Term Govt Bond Inv,VALIC,,FOUSA00N1T,19931008,Short Government,Taxable Bond,Retirement,No,19880601,,No,19960906,Merged,Wells Fargo Limited Term Govt Inc A,,"11,394,541.0000000000","31,546,963.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Mercury QA Large Cap Growth A,,,FOUSA00CWK,20000602,Large Growth,U.S. Equity,A,No,,,No,20020401,Liquidated,,,"73,867.0000000000","31,543,759.0000000000",,,,,S&P 500 TR USD,,,,,
Mercury QA Large Cap Growth B,,,FOUSA00I47,20000602,Large Growth,U.S. Equity,B,No,,,No,20020401,Liquidated,,,"780,303.0000000000","31,543,759.0000000000",,,,,S&P 500 TR USD,,,,,
Mercury QA Large Cap Growth C,,,FOUSA00H8E,20000602,Large Growth,U.S. Equity,C,No,,,No,20020401,Liquidated,,,"321,662.0000000000","31,543,759.0000000000",,,,,S&P 500 TR USD,,,,,
Mercury QA Large Cap Growth I,,,FOUSA00H6K,20000602,Large Growth,U.S. Equity,Inst,No,,,No,20020401,Liquidated,,,"30,367,927.0000000000","31,543,759.0000000000",,,,,S&P 500 TR USD,,,,,
Regions Morgan Keegan Select Cap Gr,Regions Morgan Keegan Select Funds,,FOUSA00DWV,19860922,Mid-Cap Growth,U.S. Equity,Other,Yes,19860922,,No,20040617,Merged,Pioneer Growth A,,"31,522,273.0000000000","31,522,273.0000000000",,,,,S&P 500 TR USD,,,,,
Delaware Tax-Free CA Insured A,Macquarie Investment Management,,FOUSA00CSZ,19921015,Muni California Long,Municipal Bond,A,Yes,19921015,,No,20050408,Merged,Delaware Tax-Free CA A,,"23,977,890.0000000000","31,482,289.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Delaware Tax-Free CA Insured B,Macquarie Investment Management,,FOUSA00CHQ,19940301,Muni California Long,Municipal Bond,B,No,19921015,,No,20050408,Merged,Delaware Tax-Free CA B,,"6,173,123.0000000000","31,482,289.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Delaware Tax-Free CA Insured C,Macquarie Investment Management,,FOUSA00CMH,19950412,Muni California Long,Municipal Bond,C,No,19921015,,No,20050408,Merged,Delaware Tax-Free CA C,,"1,331,276.0000000000","31,482,289.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Munder Small Company Growth A,Munder,,FOUSA00DHI,19921123,Small Growth,U.S. Equity,A,No,19911129,,No,20050225,Merged,Victory Integrity Discovery A,,"5,976,374.0000000000","31,469,975.0000000000",,,,,S&P 500 TR USD,,,,,
Munder Small Company Growth B,Munder,,FOUSA00F9M,19940428,Small Growth,U.S. Equity,B,No,19911129,,No,20050225,Merged,Munder Micro-Cap Equity B,,"1,912,978.0000000000","31,469,975.0000000000",,,,,S&P 500 TR USD,,,,,
Munder Small Company Growth C,Munder,,FOUSA00DKT,19950926,Small Growth,U.S. Equity,C,No,19911129,,No,20050225,Merged,Victory Integrity Discovery C,,"1,367,112.0000000000","31,469,975.0000000000",,,,,S&P 500 TR USD,,,,,
Munder Small Company Growth K,Munder,,FOUSA00FPB,19921123,Small Growth,U.S. Equity,Retirement,No,19911129,,No,20050225,Merged,Munder Micro-Cap Equity K,,"3,343,514.0000000000","31,469,975.0000000000",,,,,S&P 500 TR USD,,,,,
Munder Small Company Growth Y,Munder,,FOUSA00B2C,19911129,Small Growth,U.S. Equity,Inst,Yes,19911129,,No,20050225,Merged,Victory Integrity Discovery Y,,"18,869,997.0000000000","31,469,975.0000000000",,,,,S&P 500 TR USD,,,,,
Granum Value,Granum Series Trust,,FOUSA00KRX,19970501,Mid-Cap Value,U.S. Equity,No Load,Yes,19970501,,No,20071031,Liquidated,,,"31,400,557.0000000000","31,400,557.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Vanguard Specialized Service Economy,,,FOUSA00NWL,19840523,Mid-Cap Blend,U.S. Equity,,No,,,No,19940606,Merged,Vanguard Morgan™ Growth Inv,,"31,341,000.0000000000","31,341,000.0000000000",,,,,S&P 500 TR USD,,,,,
Putnam Emerging Markets B,Putnam,,FOUSA00HYW,19961030,Diversified Emerging Mkts,International Equity,B,No,19961030,,No,20020819,Merged,Putnam International Equity B,,"27,481,162.0000000000","31,332,287.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Putnam Emerging Markets C,Putnam,,FOUSA00I5L,19990726,Diversified Emerging Mkts,International Equity,C,No,19961030,,No,20020819,Merged,Putnam International Equity C,,"2,412,323.0000000000","31,332,287.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Putnam Emerging Markets M,Putnam,,FOUSA00J7K,19961030,Diversified Emerging Mkts,International Equity,M,Yes,19961030,,No,20020819,Merged,Putnam International Equity M,,"1,438,802.0000000000","31,332,287.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Morgan Stanley Inst Multi-Asset-Cl,Morgan Stanley,,FOUSA00FD1,19940729,Allocation--50% to 70% Equity,Allocation,,Yes,19940729,,No,20030530,Liquidated,,,"28,905,590.0000000000","31,294,038.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Morgan Stanley Inst Multi-Asset-Cl In,Morgan Stanley,,FOUSA00GY1,19960610,Allocation--50% to 70% Equity,Allocation,Other,No,19940729,,No,20030530,Liquidated,,,"2,388,448.0000000000","31,294,038.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Independence Cap Total Return Bond,,,FOUSA00MNN,19900201,Long-Term Bond,Taxable Bond,,No,,,No,19950324,Merged,Sentinel Bond A,,"31,292,245.0000000000","31,292,245.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Smith Barney European Fund A,,,FOUSA00MGI,19921106,Europe Stock,International Equity,A,No,,,No,19950424,Merged,Smith Barney European A,,"6,638,965.0000000000","31,250,884.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Smith Barney European Fund B,,,FOUSA00NJX,19871106,Europe Stock,International Equity,B,No,,,No,19950424,Merged,Smith Barney European B,,"24,611,530.0000000000","31,250,884.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Smith Barney European Fund C,,,FOUSA00MGX,19941108,Europe Stock,International Equity,C,No,,,No,19950424,Merged,Smith Barney European L,,389.0000000000,"31,250,884.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
ING Tax Efficient Equity A,ING Funds,,FOUSA00IG0,19981215,Large Blend,U.S. Equity,A,Yes,19981215,,No,20041018,Liquidated,,,"26,167,650.0000000000","31,183,828.0000000000",,,,,S&P 500 TR USD,,,,,
ING Tax Efficient Equity B,ING Funds,,FOUSA00HWC,19981215,Large Blend,U.S. Equity,B,No,19981215,,No,20041018,Liquidated,,,"4,152,365.0000000000","31,183,828.0000000000",,,,,S&P 500 TR USD,,,,,
ING Tax Efficient Equity C,ING Funds,,FOUSA00GP4,19981215,Large Blend,U.S. Equity,C,No,19981215,,No,20041018,Liquidated,,,"863,813.0000000000","31,183,828.0000000000",,,,,S&P 500 TR USD,,,,,
Janus Adviser Focused Value I,Phoenix,,FOUSA04BFZ,20031010,Large Value,U.S. Equity,Inst,No,19900330,,No,20050620,Merged,Phoenix Focused Value A,,"3,669,569.0000000000","31,145,009.0000000000",,,,,S&P 500 TR USD,,,,,
Janus Adviser Focused Value Inv,Phoenix,,FOUSA04BFV,20031010,Large Value,U.S. Equity,Inv,No,19900330,,No,20050620,Merged,Phoenix Focused Value A,,"60,961,052.0000000000","31,145,009.0000000000",,,,,S&P 500 TR USD,,,,,
Benham Target Maturities 1995,,,FOUSA00LVJ,19850325,Short Government,Taxable Bond,,No,,,No,19960126,Liquidated,,,"31,106,815.0000000000","31,106,815.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Smith Barney Alloc Global A,Legg Mason,,FOUSA00A3K,19980309,World Large Stock,International Equity,A,Yes,19980309,,No,20040723,Merged,QS Growth A,,"17,973,640.0000000000","31,080,806.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Smith Barney Alloc Global B,Legg Mason,,FOUSA0068E,19980309,World Large Stock,International Equity,B,No,19980309,,No,20040723,Merged,QS Growth B,,"12,177,369.0000000000","31,080,806.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Smith Barney Alloc Global C,Legg Mason,,FOUSA00A0W,19980309,World Large Stock,International Equity,C,No,19980309,,No,20040723,Merged,QS Growth C,,"929,797.0000000000","31,080,806.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Advance America Tax-Free Income,Farm Bureau,,FOUSA00LPF,19881102,Muni National Interm,Municipal Bond,,Yes,19881102,,No,19911018,Merged,Oppenheimer Rochester® AMT-Free Munis A,,"31,000,000.0000000000","31,000,000.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Merrill Lynch OH Municipal Bond A,BlackRock,,FOUSA00E1O,19920228,Muni Single State Long,Municipal Bond,A,Yes,19920228,,No,20020729,Merged,BlackRock National Municipal Instl,,"3,086,725.0000000000","30,950,265.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Merrill Lynch OH Municipal Bond B,BlackRock,,FOUSA00DRV,19920228,Muni Single State Long,Municipal Bond,B,No,19920228,,No,20020729,Merged,BlackRock National Municipal Inv B,,"18,970,974.0000000000","30,950,265.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Merrill Lynch OH Municipal Bond C,BlackRock,,FOUSA00B6F,19941021,Muni Single State Long,Municipal Bond,C,No,19920228,,No,20020729,Merged,BlackRock National Municipal Inv C1,,"2,992,389.0000000000","30,950,265.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Merrill Lynch OH Municipal Bond D,BlackRock,,FOUSA00DIU,19941021,Muni Single State Long,Municipal Bond,D,No,19920228,,No,20020729,Merged,BlackRock National Municipal Inv A,,"5,900,177.0000000000","30,950,265.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
American General Large Cap Growth A,Mercantile Mutual Funds Inc,,FOUSA00OB7,19981102,Large Growth,U.S. Equity,A,Yes,19981102,,No,20000710,Merged,North American Large Cap Growth A,,"5,238,546.0000000000","30,901,051.0000000000",,,,,S&P 500 TR USD,,,,,
American General Large Cap Growth B,Mercantile Mutual Funds Inc,,FOUSA00OIA,19981102,Large Growth,U.S. Equity,B,No,19981102,,No,20000710,Merged,North American Large Cap Growth B,,"19,193,364.0000000000","30,901,051.0000000000",,,,,S&P 500 TR USD,,,,,
American General Large Cap Gwth InsII,Mercantile Mutual Funds Inc,,FOUSA00O95,19981102,Large Growth,U.S. Equity,,No,19981102,,No,20000502,Merged,American General Large Cap Gwth InstI,,"1,970,807.0000000000","30,901,051.0000000000",,,,,S&P 500 TR USD,,,,,
American General Large Cap Gwth InstI,Mercantile Mutual Funds Inc,,FOUSA00OGQ,19981102,Large Growth,U.S. Equity,,No,19981102,,No,20000710,Merged,North American Large Cap Growth I,,"6,469,141.0000000000","30,901,051.0000000000",,,,,S&P 500 TR USD,,,,,
Excelsior Communication & Entertain A,,,FOUSA00NBJ,19921231,Communications,Sector Equity,A,Yes,19921231,,No,19970915,Merged,Columbia Blended Equity Z,,"30,877,209.0000000000","30,877,209.0000000000",,,,,MSCI ACWI NR USD,,,,,
First American Science & Technology A,Nuveen,,FOUSA02SML,20000331,Technology,Sector Equity,A,No,19990809,,No,20020520,Merged,Nuveen Mid Cap Select A,,"1,253,203.0000000000","30,849,877.0000000000",,,,,MSCI ACWI NR USD,,,,,
First American Science & Technology B,Nuveen,,FOUSA00G0J,19990809,Technology,Sector Equity,B,No,19990809,,No,20020520,Merged,Nuveen Mid Cap Select B,,"4,077,760.0000000000","30,849,877.0000000000",,,,,MSCI ACWI NR USD,,,,,
First American Science & Technology C,Nuveen,,FOUSA02TOG,20010924,Technology,Sector Equity,C,No,19990809,,No,20020520,Merged,Nuveen Mid Cap Select C,,"192,235.0000000000","30,849,877.0000000000",,,,,MSCI ACWI NR USD,,,,,
First American Science & Technology S,Nuveen,,FOUSA02SLK,20001211,Technology,Sector Equity,S,No,19990809,,No,20020520,Merged,First American Technology S,,"3,035,429.0000000000","30,849,877.0000000000",,,,,MSCI ACWI NR USD,,,,,
First American Science & Technology Y,Nuveen,,FOUSA00G4X,19990809,Technology,Sector Equity,Inst,Yes,19990809,,No,20020520,Merged,Nuveen Mid Cap Select I,,"22,291,250.0000000000","30,849,877.0000000000",,,,,MSCI ACWI NR USD,,,,,
N/I Numeric Investors Mid Cap,Robeco Investment Funds,NIGVX,FOUSA00KXK,19960603,Mid-Cap Blend,U.S. Equity,No Load,Yes,19960603,NIGVX,No,20070330,Liquidated,,,"30,790,959.0000000000","30,790,959.0000000000",,4 Stars,,,S&P 500 TR USD,,,,,
Phoenix Total Value A,Virtus,,FOUSA05CB8,20050801,Large Value,U.S. Equity,A,Yes,20050801,,No,20061222,Liquidated,,,"30,075,021.0000000000","30,489,000.0000000000",,,,,S&P 500 TR USD,,,,,
Phoenix Total Value C,Virtus,,FOUSA05CB9,20050801,Large Value,U.S. Equity,C,No,20050801,,No,20061222,Liquidated,,,"413,979.0000000000","30,489,000.0000000000",,,,,S&P 500 TR USD,,,,,
DLB Global Bond,,,FOUSA00O9V,19960826,World Bond,Taxable Bond,,Yes,19960826,,No,19990301,Liquidated,,,"30,346,295.0000000000","30,346,295.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
GAMerica C,GAM Funds Inc,GUSCX,FOUSA00KI5,19980526,Mid-Cap Blend,U.S. Equity,C,No,19950512,GCFAX,No,20060905,Liquidated,,,"1,380,337.0000000000","30,328,607.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
UBS U.S. Bond,UBS,,FOUSA00D98,19950831,Intermediate Core Bond,Taxable Bond,Other,No,19950831,,No,20011105,Merged,,,"4,071,919.0000000000","30,307,476.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.8350000000",1.0830000000,,
Shearson Intermediate-Term Government,,,FOUSA00NJY,19850916,Intermediate Government,Taxable Bond,,No,,,No,19920713,Merged,Smith Barney Limited Maturity Treas A,,"30,298,459.0000000000","30,298,459.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
North Track Tax-Exempt A,North Track Funds Inc,,FOUSA00ELN,19840719,Muni National Long,Municipal Bond,A,Yes,19840719,,No,20050429,Merged,Federated Municipal Bond A,,"30,286,081.0000000000","30,286,081.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Scudder Tax-Free Target 1996,Deutsche Asset & Wealth Mngt,,FOUSA00NGZ,19850417,,,,Yes,19850417,,No,19920515,Merged,DWS Intermediate Tax-Free S,,"30,252,417.0000000000","30,252,417.0000000000",,,,,,,,,,
Pioneer FL Tax Free Income Y,Pioneer Investments,,FOUSA00GXJ,19970902,Muni Single State Interm,Municipal Bond,Inst,No,19940930,AMFTX,No,20061110,Merged,Pioneer AMT-Free Municipal Y,,"27,258,129.0000000000","30,238,286.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
PNC Finl Common Trust Fixed-Income,,,FOUSA00N9N,19880219,Intermediate Core Bond,Taxable Bond,,Yes,19880219,,No,19931227,Merged,BlackRock Bond Portfolio Svc,,"30,147,233.0000000000","30,147,233.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Advantage Municipal Bond National,,,FOUSA00NOU,19930701,Muni National Long,Municipal Bond,,No,,,No,19950501,Merged,MFS Municipal Income B,,"30,117,062.0000000000","30,117,062.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Strategist Growth Trends,ING Funds,,FOUSA00NU8,19960513,Large Growth,U.S. Equity,,Yes,19960513,,No,20000714,Merged,RiverSource New Dimensions A,,"30,113,784.0000000000","30,113,784.0000000000",,,,,S&P 500 TR USD,,,,,
Reich & Tang Equity,,,FOUSA00ND7,19850104,Mid-Cap Blend,U.S. Equity,,No,,,No,20000616,Merged,Delafield Fund,,"30,100,000.0000000000","30,100,000.0000000000",,,,,S&P 500 TR USD,,,,,
American AAdvantage S&P 500 Idx Milg,American Beacon,,FOUSA00IA6,19980302,Large Blend,U.S. Equity,Other,No,19961231,,Yes,20020301,Liquidated,,,"1,862,606.0000000000","30,077,596.0000000000",,,,,S&P 500 TR USD,,,,,
